customer_id,loan_id,loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status,application_date,approval_date,disbursement_date,due_date
CUST-00002783,LN00003420,"Home Loan",52707,0,13,Full-time,Low,601,Male,Married,PhD,False,2022-10-10,2022-10-18,2022-10-20,2023-03-31
CUST-00000738,LN00002826,"Education Loan",19689,0,26,Part-time,Low,658,Male,Married,"High School",False,2018-07-28,2018-08-14,2018-08-22,2019-02-04
CUST-00002501,LN00004422,"Personal Loan",30084,0,32,Self-employed,Medium,351,Female,Single,"High School",False,2022-02-20,2022-02-25,2022-03-09,2022-05-14
CUST-00003147,LN00002735,"Education Loan",41387,0,46,Part-time,Low,398,Female,Married,"High School",False,2021-06-24,2021-07-14,2021-07-25,2021-10-25
CUST-00001864,LN00000219,"Education Loan",75816,0,16,Self-employed,Low,312,Male,Married,"High School",False,2022-03-23,2022-04-03,2022-04-05,2022-06-13
CUST-00000492,LN00000522,"Education Loan",3642,0,54,Part-time,Low,689,Male,Single,"High School",False,2019-09-23,2019-10-06,2019-10-06,2020-01-07
CUST-00003005,LN00000405,"Home Loan",43137,0,38,Self-employed,Medium,656,Male,Married,PhD,False,2021-12-31,2022-01-06,2022-01-12,2022-06-12
CUST-00003614,LN00000580,"Personal Loan",80832,0,35,Self-employed,Medium,310,Female,Married,"High School",True,2019-06-27,2019-07-03,2019-07-03,2019-12-10
CUST-00001530,LN00004886,"Personal Loan",56561,0,18,Full-time,Low,380,Male,Divorced,Bachelor,False,2018-12-15,2019-01-02,2019-01-07,2019-03-20
CUST-00000946,LN00001855,"Home Loan",63260,0,17,Part-time,High,560,Female,Single,Master,False,2019-06-03,2019-06-08,2019-06-17,2019-11-18
CUST-00003641,LN00004422,"Home Loan",16438,0,57,Full-time,Low,305,Female,Divorced,PhD,False,2022-11-06,2022-11-08,2022-11-11,2023-01-04
CUST-00000702,LN00003698,"Education Loan",49442,0,44,Self-employed,High,757,Male,Married,Master,False,2019-01-22,2019-02-06,2019-02-12,2019-05-07
CUST-00003957,LN00001836,"Education Loan",3994,0,28,Part-time,High,672,Female,Single,Master,False,2021-07-28,2021-08-12,2021-08-18,2021-12-31
CUST-00002485,LN00000158,"Car Loan",2813,0,57,Part-time,Low,780,Female,Single,"High School",False,2021-12-12,2021-12-29,2022-01-12,2022-03-18
CUST-00002756,LN00003176,"Car Loan",94027,0,53,Full-time,High,521,Female,Married,Master,True,2020-03-11,2020-03-15,2020-03-21,2020-08-05
CUST-00003269,LN00001622,"Home Loan",85381,0,41,Part-time,Medium,380,Female,Divorced,Bachelor,False,2019-08-30,2019-09-18,2019-10-01,2020-02-10
CUST-00003103,LN00003678,"Education Loan",56276,0,19,Part-time,Low,814,Male,Married,"High School",True,2018-12-10,2019-01-07,2019-01-12,2019-03-01
CUST-00001868,LN00000806,"Home Loan",42243,0,51,Part-time,Medium,359,Female,Single,PhD,True,2020-11-27,2020-11-30,2020-12-06,2021-05-28
CUST-00004126,LN00001306,"Education Loan",63912,0,57,Self-employed,Medium,520,Male,Single,Bachelor,False,2019-01-01,2019-01-16,2019-01-23,2019-05-26
CUST-00003806,LN00002195,"Education Loan",61272,0,18,Full-time,Low,648,Female,Married,PhD,False,2019-01-16,2019-01-19,2019-01-21,2019-05-29
CUST-00003034,LN00000514,"Home Loan",43051,0,17,Self-employed,Low,527,Male,Married,"High School",True,2021-02-23,2021-03-18,2021-03-22,2021-08-28
CUST-00004780,LN00000504,"Home Loan",79854,0,15,Full-time,Low,589,Female,Married,"High School",False,2022-12-01,2022-12-13,2022-12-26,2023-06-01
CUST-00000390,LN00004509,"Personal Loan",83736,0,12,Self-employed,Medium,592,Male,Married,PhD,False,2021-04-14,2021-04-27,2021-05-06,2021-08-02
CUST-00001244,LN00002640,"Personal Loan",66618,0,26,Self-employed,Low,492,Female,Divorced,Master,False,2020-09-11,2020-09-27,2020-10-07,2020-12-23
CUST-00003348,LN00000766,"Car Loan",2920,0,42,Self-employed,Medium,773,Male,Divorced,PhD,True,2021-01-29,2021-01-31,2021-02-08,2021-07-13
CUST-00000012,LN00000237,"Home Loan",78219,0,36,Self-employed,High,556,Male,Divorced,Bachelor,False,2019-05-06,2019-05-30,2019-06-06,2019-07-08
CUST-00001517,LN00004492,"Car Loan",77872,0,58,Full-time,Low,805,Male,Divorced,Master,False,2018-07-12,2018-07-14,2018-07-19,2018-11-17
CUST-00001621,LN00002005,"Home Loan",82132,0,44,Part-time,Medium,687,Female,Single,"High School",False,2018-03-22,2018-04-07,2018-04-19,2018-10-07
CUST-00001758,LN00001800,"Home Loan",3093,0,46,Full-time,Low,697,Female,Single,Bachelor,False,2020-05-27,2020-06-08,2020-06-16,2020-11-07
CUST-00000049,LN00003388,"Home Loan",13905,0,16,Part-time,Medium,665,Male,Divorced,Bachelor,False,2022-01-18,2022-02-07,2022-02-20,2022-07-15
CUST-00001716,LN00004000,"Personal Loan",25351,0,16,Full-time,Medium,589,Female,Married,"High School",False,2021-09-19,2021-10-08,2021-10-17,2021-11-21
CUST-00000261,LN00001447,"Car Loan",31981,0,47,Full-time,High,608,Male,Single,Master,True,2022-05-16,2022-05-25,2022-06-06,2022-08-10
CUST-00000320,LN00000132,"Home Loan",74903,0,28,Full-time,Low,577,Male,Married,"High School",True,2018-05-09,2018-06-06,2018-06-10,2018-08-07
CUST-00004282,LN00003676,"Car Loan",71821,0,25,Full-time,Medium,763,Female,Divorced,Bachelor,False,2020-10-26,2020-11-18,2020-11-19,2021-05-08
CUST-00002277,LN00002035,"Car Loan",83289,0,40,Self-employed,Low,488,Female,Single,Bachelor,True,2022-01-21,2022-02-16,2022-03-02,2022-08-14
CUST-00001928,LN00004214,"Personal Loan",85021,0,19,Full-time,Medium,477,Female,Single,Bachelor,False,2018-01-21,2018-02-01,2018-02-09,2018-07-31
CUST-00002833,LN00004734,"Personal Loan",79513,0,45,Full-time,High,827,Female,Single,"High School",False,2021-05-03,2021-05-29,2021-06-11,2021-08-12
CUST-00004117,LN00002045,"Home Loan",20874,0,51,Part-time,Medium,674,Female,Single,PhD,False,2020-04-30,2020-05-08,2020-05-12,2020-09-07
CUST-00000016,LN00004435,"Education Loan",51931,0,12,Self-employed,Medium,753,Female,Divorced,Bachelor,False,2018-01-28,2018-02-22,2018-03-01,2018-08-21
CUST-00002528,LN00001459,"Car Loan",8674,0,40,Self-employed,Low,516,Male,Single,Bachelor,False,2019-03-26,2019-04-15,2019-04-22,2019-08-14
CUST-00003867,LN00002023,"Personal Loan",51516,0,47,Full-time,High,341,Male,Divorced,Master,False,2020-07-11,2020-07-11,2020-07-14,2020-11-21
CUST-00004102,LN00001949,"Car Loan",95574,0,48,Full-time,Medium,493,Male,Single,PhD,False,2022-02-24,2022-02-27,2022-03-02,2022-06-20
CUST-00002346,LN00001621,"Education Loan",61686,0,40,Self-employed,Low,626,Female,Divorced,Master,True,2020-07-16,2020-08-03,2020-08-16,2020-10-18
CUST-00000941,LN00004772,"Car Loan",95851,0,16,Self-employed,Medium,672,Male,Divorced,Bachelor,False,2019-10-14,2019-10-19,2019-10-19,2020-03-23
CUST-00000259,LN00003814,"Home Loan",70212,0,43,Full-time,Low,764,Female,Married,PhD,False,2020-04-12,2020-04-26,2020-04-30,2020-09-11
CUST-00001064,LN00002162,"Car Loan",3426,0,35,Full-time,High,462,Female,Divorced,Master,False,2021-12-24,2022-01-10,2022-01-24,2022-03-16
CUST-00000276,LN00004402,"Personal Loan",91009,0,30,Full-time,High,575,Female,Married,"High School",False,2018-08-23,2018-08-27,2018-09-04,2018-11-23
CUST-00002792,LN00001758,"Home Loan",69498,0,23,Part-time,Low,663,Male,Single,Master,True,2019-02-28,2019-03-07,2019-03-18,2019-04-20
CUST-00002567,LN00004719,"Home Loan",30943,0,12,Self-employed,High,779,Male,Married,PhD,True,2019-08-28,2019-09-07,2019-09-11,2019-10-11
CUST-00004923,LN00004151,"Education Loan",67395,0,18,Part-time,Low,759,Female,Divorced,Master,False,2021-03-06,2021-03-10,2021-03-14,2021-04-29
CUST-00001931,LN00000524,"Home Loan",45816,0,28,Self-employed,Low,564,Male,Married,PhD,True,2018-03-23,2018-04-12,2018-04-25,2018-06-01
CUST-00003583,LN00002482,"Personal Loan",5138,0,45,Self-employed,High,838,Female,Single,PhD,False,2018-11-14,2018-11-21,2018-11-26,2019-03-02
CUST-00001332,LN00004286,"Education Loan",92176,0,54,Self-employed,High,685,Female,Married,Master,False,2018-12-31,2019-01-10,2019-01-15,2019-05-17
CUST-00001557,LN00004485,"Home Loan",76945,0,18,Self-employed,Low,384,Male,Divorced,Master,False,2020-02-04,2020-02-24,2020-03-02,2020-07-27
CUST-00000480,LN00000346,"Education Loan",5017,0,28,Self-employed,Low,615,Female,Divorced,"High School",False,2020-01-10,2020-01-29,2020-02-11,2020-06-05
CUST-00004510,LN00002313,"Car Loan",11451,0,14,Full-time,High,542,Female,Single,Master,True,2019-02-04,2019-02-13,2019-02-13,2019-05-19
CUST-00003047,LN00001699,"Home Loan",63956,0,40,Part-time,High,768,Female,Single,PhD,False,2018-12-22,2018-12-30,2019-01-13,2019-02-13
CUST-00003595,LN00000141,"Personal Loan",94863,0,33,Part-time,Low,641,Female,Married,Bachelor,False,2022-01-15,2022-01-16,2022-01-20,2022-03-07
CUST-00001489,LN00004335,"Personal Loan",11278,0,49,Self-employed,Low,476,Male,Single,Master,True,2020-07-24,2020-08-09,2020-08-17,2020-11-27
CUST-00002825,LN00001122,"Home Loan",91480,0,54,Part-time,Low,429,Male,Divorced,Master,False,2018-08-23,2018-08-26,2018-09-09,2019-01-24
CUST-00002093,LN00002884,"Car Loan",44764,0,40,Part-time,High,382,Female,Married,PhD,False,2018-02-04,2018-03-01,2018-03-03,2018-07-17
CUST-00000830,LN00001035,"Education Loan",2134,0,53,Full-time,Medium,659,Female,Married,Bachelor,False,2019-10-01,2019-10-12,2019-10-26,2020-04-06
CUST-00004371,LN00004274,"Personal Loan",63943,0,16,Self-employed,Low,387,Female,Married,"High School",False,2018-12-05,2018-12-23,2019-01-02,2019-05-12
CUST-00001935,LN00000983,"Personal Loan",96667,0,41,Full-time,Medium,831,Male,Married,Bachelor,True,2022-01-17,2022-02-10,2022-02-16,2022-05-01
CUST-00002701,LN00002445,"Education Loan",55318,0,34,Part-time,High,770,Male,Single,PhD,False,2022-02-11,2022-03-01,2022-03-07,2022-04-06
CUST-00000144,LN00003461,"Education Loan",61128,0,32,Self-employed,Medium,797,Male,Married,PhD,True,2021-07-06,2021-07-24,2021-08-04,2021-11-21
CUST-00004931,LN00002585,"Personal Loan",89056,0,37,Self-employed,Medium,806,Male,Married,PhD,True,2022-07-22,2022-08-16,2022-08-27,2022-11-15
CUST-00002805,LN00004734,"Education Loan",22869,0,58,Self-employed,Low,653,Male,Married,PhD,True,2020-12-12,2021-01-09,2021-01-18,2021-07-05
CUST-00001887,LN00002314,"Home Loan",6039,0,32,Self-employed,Medium,715,Female,Divorced,Bachelor,False,2022-06-24,2022-06-30,2022-07-02,2022-08-22
CUST-00002595,LN00001157,"Personal Loan",22281,0,31,Self-employed,High,350,Male,Divorced,Bachelor,False,2019-03-19,2019-03-31,2019-04-14,2019-09-19
CUST-00000784,LN00001578,"Personal Loan",11442,0,34,Self-employed,Low,362,Male,Single,Bachelor,False,2019-02-24,2019-03-23,2019-03-29,2019-07-13
CUST-00004274,LN00003033,"Personal Loan",74788,0,15,Full-time,Medium,388,Female,Divorced,Master,False,2019-12-07,2019-12-08,2019-12-10,2020-02-26
CUST-00002830,LN00001308,"Home Loan",28586,0,32,Full-time,Medium,489,Male,Divorced,PhD,False,2020-01-22,2020-02-17,2020-03-02,2020-07-19
CUST-00002199,LN00004235,"Personal Loan",54053,0,32,Part-time,Medium,647,Female,Single,Master,True,2018-09-06,2018-09-13,2018-09-18,2018-12-05
CUST-00000611,LN00004165,"Education Loan",51489,0,12,Self-employed,Medium,837,Female,Single,Master,False,2018-10-20,2018-10-25,2018-11-01,2019-03-02
CUST-00003519,LN00002853,"Personal Loan",84104,0,26,Self-employed,Low,475,Male,Married,Master,False,2018-07-26,2018-08-22,2018-08-29,2018-10-10
CUST-00000541,LN00002225,"Home Loan",87346,0,28,Full-time,Low,663,Male,Married,"High School",False,2021-01-29,2021-02-08,2021-02-13,2021-06-16
CUST-00002198,LN00003445,"Home Loan",68087,0,25,Part-time,Low,782,Male,Single,Master,False,2021-05-23,2021-06-19,2021-06-20,2021-12-08
CUST-00002310,LN00004641,"Car Loan",13625,0,30,Part-time,High,418,Male,Married,PhD,True,2021-08-16,2021-09-14,2021-09-14,2021-12-21
CUST-00000413,LN00001252,"Personal Loan",35397,0,45,Self-employed,High,468,Female,Married,Master,False,2022-05-19,2022-05-27,2022-05-29,2022-08-12
CUST-00001784,LN00001672,"Home Loan",59671,0,17,Part-time,Low,446,Female,Married,PhD,False,2019-03-11,2019-03-18,2019-03-31,2019-05-14
CUST-00004588,LN00001396,"Car Loan",92785,0,56,Part-time,Low,736,Male,Single,"High School",False,2018-08-27,2018-09-15,2018-09-17,2019-01-11
CUST-00001728,LN00001015,"Personal Loan",67897,0,17,Self-employed,High,738,Female,Divorced,Bachelor,False,2021-02-21,2021-03-16,2021-03-22,2021-09-03
CUST-00001428,LN00004742,"Home Loan",27149,0,16,Self-employed,Medium,488,Female,Divorced,PhD,False,2019-06-02,2019-06-21,2019-06-24,2019-11-22
CUST-00003511,LN00003215,"Home Loan",61030,0,18,Self-employed,Low,459,Female,Single,Master,False,2020-01-07,2020-02-02,2020-02-03,2020-03-14
CUST-00001638,LN00000757,"Personal Loan",70906,0,44,Full-time,Low,701,Male,Single,PhD,False,2018-05-29,2018-06-12,2018-06-13,2018-10-30
CUST-00004577,LN00002032,"Personal Loan",6283,0,24,Self-employed,Medium,317,Female,Married,Master,False,2018-02-26,2018-03-18,2018-03-29,2018-08-10
CUST-00000180,LN00002621,"Car Loan",8610,0,12,Part-time,High,439,Female,Single,Bachelor,True,2018-06-05,2018-07-01,2018-07-07,2018-09-05
CUST-00003397,LN00002430,"Personal Loan",44326,0,24,Full-time,High,414,Female,Single,PhD,False,2022-06-09,2022-07-04,2022-07-11,2022-11-21
CUST-00004678,LN00004567,"Personal Loan",15924,0,54,Part-time,Low,627,Male,Single,Master,False,2019-06-20,2019-06-30,2019-07-10,2019-10-13
CUST-00001643,LN00001232,"Education Loan",77162,0,38,Full-time,Medium,524,Female,Single,PhD,False,2018-04-25,2018-05-09,2018-05-13,2018-09-27
CUST-00001295,LN00004025,"Personal Loan",1869,0,18,Self-employed,High,738,Female,Married,Bachelor,False,2019-08-27,2019-09-18,2019-09-19,2020-02-07
CUST-00001583,LN00000035,"Home Loan",98088,0,14,Part-time,Medium,849,Female,Married,Bachelor,False,2018-11-27,2018-12-18,2018-12-20,2019-03-20
CUST-00003537,LN00003675,"Car Loan",2014,0,36,Full-time,Medium,685,Female,Single,Bachelor,False,2021-04-29,2021-05-03,2021-05-03,2021-06-09
CUST-00000364,LN00000021,"Car Loan",11103,0,44,Part-time,Low,820,Female,Single,PhD,False,2022-04-07,2022-04-22,2022-05-06,2022-08-08
CUST-00002117,LN00002313,"Car Loan",83522,0,51,Self-employed,Medium,552,Female,Divorced,PhD,False,2019-01-01,2019-01-02,2019-01-11,2019-02-26
CUST-00002356,LN00003472,"Home Loan",97007,0,28,Full-time,Medium,397,Female,Divorced,Master,False,2022-02-26,2022-03-27,2022-03-30,2022-08-21
CUST-00004519,LN00000457,"Personal Loan",34458,0,56,Part-time,Medium,370,Male,Single,Bachelor,False,2022-04-19,2022-05-03,2022-05-09,2022-07-29
CUST-00002562,LN00002998,"Home Loan",91605,0,25,Full-time,Medium,746,Male,Divorced,Master,False,2021-06-26,2021-06-30,2021-07-09,2021-10-09
CUST-00003117,LN00004479,"Education Loan",83409,0,48,Self-employed,Medium,389,Male,Divorced,PhD,False,2020-06-04,2020-06-18,2020-06-29,2020-09-27
CUST-00002543,LN00002583,"Car Loan",24248,0,34,Full-time,Low,729,Male,Married,"High School",False,2020-11-26,2020-12-21,2020-12-29,2021-04-14
CUST-00004021,LN00001063,"Personal Loan",90160,0,35,Full-time,High,518,Male,Married,Bachelor,False,2018-10-24,2018-11-15,2018-11-17,2019-04-14
CUST-00000884,LN00001591,"Personal Loan",44516,0,40,Part-time,High,406,Male,Married,Master,False,2019-04-10,2019-04-20,2019-04-23,2019-08-20
CUST-00001173,LN00001866,"Car Loan",30061,0,49,Full-time,Medium,775,Female,Divorced,Bachelor,False,2020-04-26,2020-05-24,2020-06-04,2020-08-04
CUST-00001785,LN00000047,"Education Loan",25170,0,38,Self-employed,Low,753,Male,Single,Master,False,2021-05-29,2021-06-03,2021-06-08,2021-10-24
CUST-00004675,LN00004842,"Education Loan",9024,0,49,Part-time,Low,843,Male,Married,Master,False,2020-01-08,2020-01-13,2020-01-13,2020-03-17
CUST-00003969,LN00004635,"Personal Loan",83214,0,51,Full-time,Medium,425,Male,Divorced,"High School",False,2020-05-22,2020-05-26,2020-05-30,2020-07-14
CUST-00002163,LN00004775,"Home Loan",86947,0,56,Self-employed,Medium,446,Male,Single,PhD,False,2020-03-21,2020-04-19,2020-04-28,2020-10-11
CUST-00002676,LN00003989,"Car Loan",44803,0,34,Self-employed,High,579,Female,Married,Bachelor,False,2022-12-19,2023-01-17,2023-01-31,2023-03-20
CUST-00004333,LN00001654,"Home Loan",20296,0,42,Full-time,High,323,Female,Divorced,PhD,False,2019-05-01,2019-05-25,2019-06-07,2019-08-15
CUST-00002095,LN00000045,"Personal Loan",92829,0,47,Full-time,High,419,Female,Married,Master,False,2019-02-03,2019-02-03,2019-02-07,2019-06-25
CUST-00002322,LN00004371,"Car Loan",93708,0,28,Part-time,Medium,596,Female,Divorced,PhD,False,2022-04-06,2022-04-25,2022-05-04,2022-10-11
CUST-00000113,LN00003765,"Education Loan",87664,0,48,Self-employed,High,381,Male,Married,"High School",False,2020-12-11,2020-12-17,2020-12-25,2021-05-04
CUST-00000792,LN00003033,"Education Loan",19257,0,14,Self-employed,Low,747,Female,Divorced,PhD,True,2020-02-11,2020-02-26,2020-03-05,2020-06-14
CUST-00001316,LN00003383,"Education Loan",13855,0,47,Self-employed,Low,769,Male,Single,Master,False,2021-12-25,2022-01-10,2022-01-22,2022-05-01
CUST-00002364,LN00004328,"Personal Loan",86178,0,16,Full-time,Medium,722,Female,Married,Master,False,2020-07-02,2020-07-30,2020-07-30,2020-09-02
CUST-00003234,LN00000086,"Education Loan",21025,0,57,Full-time,Medium,844,Male,Married,"High School",False,2021-05-16,2021-06-12,2021-06-14,2021-08-09
CUST-00000051,LN00003177,"Car Loan",5458,0,26,Full-time,High,323,Male,Divorced,Bachelor,False,2020-06-04,2020-06-30,2020-07-12,2020-09-17
CUST-00003496,LN00004273,"Car Loan",64610,0,17,Part-time,Low,360,Female,Single,"High School",False,2021-12-13,2021-12-27,2021-12-30,2022-04-27
CUST-00000144,LN00001614,"Car Loan",71843,0,21,Self-employed,High,383,Female,Single,Bachelor,False,2022-01-23,2022-02-11,2022-02-22,2022-06-02
CUST-00003688,LN00003292,"Car Loan",84961,0,43,Self-employed,Low,524,Female,Married,Master,False,2019-06-03,2019-06-24,2019-06-24,2019-10-09
CUST-00002576,LN00000588,"Education Loan",50831,0,34,Full-time,High,485,Female,Divorced,PhD,False,2021-04-07,2021-04-16,2021-04-24,2021-09-28
CUST-00004486,LN00000603,"Car Loan",44427,0,59,Part-time,Medium,674,Female,Married,Master,False,2022-08-01,2022-08-08,2022-08-09,2022-11-04
CUST-00002021,LN00003517,"Personal Loan",94809,0,28,Part-time,Low,371,Female,Divorced,"High School",False,2019-12-03,2019-12-25,2020-01-08,2020-05-12
CUST-00003731,LN00001257,"Car Loan",39506,0,57,Part-time,Low,373,Female,Single,"High School",False,2021-03-09,2021-04-05,2021-04-09,2021-07-10
CUST-00000749,LN00002162,"Education Loan",6668,0,31,Part-time,Low,640,Male,Married,PhD,True,2018-12-13,2018-12-21,2019-01-03,2019-02-20
CUST-00000875,LN00004680,"Education Loan",92470,0,55,Part-time,High,452,Female,Divorced,"High School",True,2022-08-19,2022-09-10,2022-09-22,2023-01-23
CUST-00002945,LN00003036,"Home Loan",48195,0,52,Full-time,High,395,Male,Single,Master,True,2018-02-27,2018-03-17,2018-03-19,2018-08-09
CUST-00004804,LN00002418,"Car Loan",74233,0,26,Full-time,High,744,Male,Divorced,PhD,False,2022-09-16,2022-09-25,2022-10-09,2022-12-30
CUST-00001209,LN00003023,"Education Loan",25417,0,55,Full-time,Low,409,Female,Married,Bachelor,True,2022-11-25,2022-12-14,2022-12-17,2023-04-22
CUST-00003734,LN00002120,"Home Loan",82982,0,57,Self-employed,Medium,757,Male,Divorced,"High School",False,2019-10-20,2019-10-22,2019-11-05,2019-12-15
CUST-00000214,LN00004956,"Personal Loan",11751,0,33,Part-time,High,350,Female,Married,Bachelor,False,2022-01-12,2022-02-05,2022-02-08,2022-07-07
CUST-00004109,LN00002401,"Car Loan",47218,0,17,Part-time,Low,676,Male,Single,PhD,True,2021-04-23,2021-05-03,2021-05-13,2021-09-24
CUST-00001819,LN00000810,"Education Loan",8352,0,15,Self-employed,High,372,Female,Divorced,"High School",True,2018-06-27,2018-07-07,2018-07-08,2018-08-16
CUST-00003495,LN00002789,"Education Loan",80052,0,34,Part-time,Low,511,Female,Single,PhD,False,2022-02-19,2022-02-26,2022-03-08,2022-07-01
CUST-00000486,LN00000638,"Car Loan",89835,0,55,Part-time,Low,731,Female,Single,"High School",False,2019-04-10,2019-04-19,2019-04-20,2019-06-08
CUST-00003016,LN00000153,"Home Loan",98493,0,56,Part-time,High,467,Female,Married,"High School",False,2021-02-24,2021-03-24,2021-03-31,2021-09-23
CUST-00003724,LN00002434,"Car Loan",29927,0,30,Part-time,Low,630,Female,Married,"High School",True,2020-12-04,2020-12-12,2020-12-13,2021-04-09
CUST-00003480,LN00002739,"Personal Loan",42094,0,56,Part-time,High,793,Male,Single,PhD,False,2018-07-09,2018-07-18,2018-08-01,2019-01-07
CUST-00004215,LN00000139,"Personal Loan",55122,0,42,Full-time,Low,442,Female,Married,PhD,False,2021-10-17,2021-10-26,2021-11-08,2022-05-02
CUST-00004028,LN00000726,"Car Loan",30493,0,55,Part-time,Medium,744,Female,Single,Master,False,2019-01-01,2019-01-18,2019-01-27,2019-05-18
CUST-00004938,LN00003543,"Home Loan",93247,0,14,Full-time,Medium,693,Male,Married,Master,False,2018-07-12,2018-07-16,2018-07-22,2018-08-22
CUST-00003119,LN00002366,"Personal Loan",74539,0,39,Full-time,Medium,811,Female,Married,PhD,False,2019-07-21,2019-07-25,2019-07-25,2019-10-09
CUST-00000664,LN00000019,"Car Loan",32707,0,14,Full-time,Medium,627,Male,Divorced,PhD,False,2018-10-21,2018-10-27,2018-10-27,2019-03-24
CUST-00001024,LN00001437,"Home Loan",69814,0,25,Full-time,High,558,Female,Divorced,"High School",False,2020-02-11,2020-03-01,2020-03-10,2020-05-25
CUST-00004883,LN00001962,"Home Loan",8296,0,29,Self-employed,Low,736,Male,Married,Master,False,2020-10-07,2020-10-26,2020-10-28,2021-02-13
CUST-00004443,LN00002455,"Education Loan",26398,0,38,Full-time,Low,648,Female,Single,Master,False,2019-06-11,2019-06-18,2019-06-20,2019-11-20
CUST-00000237,LN00001852,"Personal Loan",36842,0,21,Self-employed,Medium,814,Female,Single,PhD,False,2018-05-29,2018-06-14,2018-06-24,2018-10-20
CUST-00003285,LN00000863,"Car Loan",14261,0,26,Self-employed,Medium,748,Male,Single,Master,True,2018-05-29,2018-06-03,2018-06-11,2018-09-30
CUST-00003344,LN00000101,"Personal Loan",77709,0,30,Full-time,Low,698,Male,Married,PhD,False,2018-09-08,2018-10-02,2018-10-15,2018-12-04
CUST-00002126,LN00000593,"Home Loan",96985,0,20,Part-time,Low,513,Male,Married,Master,True,2019-03-11,2019-03-23,2019-04-06,2019-06-06
CUST-00003218,LN00003925,"Education Loan",57704,0,15,Part-time,Low,845,Male,Single,Bachelor,False,2022-11-25,2022-12-07,2022-12-08,2023-01-25
CUST-00001956,LN00004462,"Personal Loan",68173,0,26,Full-time,Medium,588,Male,Divorced,Bachelor,False,2018-08-02,2018-08-14,2018-08-17,2019-02-08
CUST-00000229,LN00002510,"Car Loan",32781,0,59,Full-time,Low,558,Female,Divorced,Master,False,2019-09-12,2019-09-27,2019-09-29,2019-11-21
CUST-00004939,LN00001956,"Personal Loan",14652,0,19,Self-employed,Medium,557,Female,Single,PhD,False,2018-02-04,2018-02-05,2018-02-11,2018-06-26
CUST-00003413,LN00001655,"Home Loan",6103,0,12,Self-employed,Medium,687,Male,Married,Bachelor,False,2019-01-16,2019-01-20,2019-02-03,2019-06-05
CUST-00002887,LN00004428,"Education Loan",26500,0,18,Part-time,Medium,844,Male,Married,"High School",False,2020-02-11,2020-02-20,2020-02-25,2020-06-18
CUST-00004260,LN00004781,"Personal Loan",36529,0,42,Self-employed,Low,564,Male,Single,PhD,False,2018-08-15,2018-08-24,2018-09-01,2019-02-26
CUST-00004478,LN00001689,"Home Loan",19452,0,29,Self-employed,Medium,612,Female,Divorced,Bachelor,False,2018-08-08,2018-09-01,2018-09-13,2018-11-29
CUST-00004678,LN00000911,"Home Loan",50393,0,23,Full-time,High,339,Female,Single,"High School",False,2021-03-09,2021-03-19,2021-03-26,2021-08-31
CUST-00002820,LN00004642,"Education Loan",32174,0,59,Self-employed,Low,509,Male,Single,Bachelor,False,2022-05-09,2022-06-05,2022-06-06,2022-07-27
CUST-00002990,LN00001182,"Home Loan",65450,0,41,Self-employed,Low,571,Female,Single,Bachelor,False,2020-03-08,2020-03-27,2020-03-29,2020-06-22
CUST-00001087,LN00002957,"Personal Loan",36436,0,44,Self-employed,Low,435,Male,Divorced,"High School",False,2018-09-22,2018-10-16,2018-10-16,2018-12-22
CUST-00001994,LN00000605,"Car Loan",48406,0,58,Part-time,Low,359,Female,Single,"High School",False,2020-02-26,2020-03-20,2020-03-27,2020-05-14
CUST-00004342,LN00002371,"Education Loan",64059,0,18,Full-time,Medium,809,Male,Divorced,Master,False,2018-12-02,2018-12-10,2018-12-22,2019-06-16
CUST-00003046,LN00002011,"Home Loan",16954,0,39,Part-time,High,814,Male,Married,Bachelor,False,2020-08-18,2020-08-30,2020-08-31,2020-12-31
CUST-00003306,LN00004136,"Personal Loan",83722,0,14,Full-time,Medium,314,Female,Divorced,"High School",False,2022-07-04,2022-07-16,2022-07-19,2022-12-09
CUST-00001993,LN00000203,"Education Loan",13356,0,54,Full-time,High,554,Female,Divorced,Master,True,2022-04-30,2022-05-28,2022-05-29,2022-10-19
CUST-00003600,LN00000243,"Home Loan",99499,0,17,Self-employed,Low,834,Male,Single,"High School",False,2021-07-26,2021-07-27,2021-07-28,2021-10-23
CUST-00003588,LN00001530,"Personal Loan",3187,0,42,Part-time,Medium,534,Male,Married,Master,True,2018-11-28,2018-12-23,2019-01-06,2019-03-21
CUST-00001306,LN00003741,"Home Loan",78243,0,49,Part-time,Medium,430,Female,Single,Master,False,2020-02-12,2020-02-16,2020-02-18,2020-04-15
CUST-00004460,LN00002722,"Personal Loan",36098,0,26,Self-employed,Medium,316,Male,Divorced,"High School",False,2019-12-25,2020-01-19,2020-02-01,2020-04-30
CUST-00000920,LN00000660,"Home Loan",93471,0,18,Part-time,High,484,Male,Divorced,"High School",False,2021-05-03,2021-05-27,2021-06-05,2021-07-09
CUST-00000042,LN00000713,"Education Loan",22225,0,54,Full-time,High,690,Male,Single,Bachelor,False,2019-09-23,2019-09-27,2019-10-09,2020-04-01
CUST-00001283,LN00003896,"Education Loan",4606,0,41,Full-time,Low,722,Male,Married,Bachelor,False,2019-12-07,2019-12-18,2019-12-22,2020-02-14
